proj_name,proj_type,length_id,angle_id,usearea_id,type_desc,description,ref_proj,source,visibility,release
TMTURK ,tranmerc,1 ,1 ,1,01_tranmerc ,,,NJS-8.1.87-TURKISH MAP GRID FROM GEODETIC-FOR DIGITISING SHOTPOINT MAP ,WORLD,PUBLIC 
TMTYRRE ,tranmerc,1 ,1 ,1,04_tranmerc ,TYRRHENIAN SEA EAST ,,TEMPORARY FOR DIGITISING SEISMIC FROM OGS TRIESTE MAPS @1:250000 DAJ 10-6-86 ,WORLD,PUBLIC 
TMTYRRW ,tranmerc,1 ,1 ,1,04_tranmerc ,TYRRHENIAN SEA WEST ,,TEMPORARY FOR DIGITISING SEISMIC FROM OGS TRIESTE MAPS @1:250000 DAJ 10-6-86 ,WORLD,PUBLIC 
TMUNZ170,tranmerc,1 ,1 ,1,01_tranmerc ,GREAT SOUTH BASIN NZ,,M.S.JOHNSTON BP(OE)N.ZEALAND 19/9/85. FOR ULTRAMAR NZ BASE MAPS. ,WORLD,PUBLIC 
TMVERMTF,tranmerc,20,1 ,1,01_tranmerc ,VERMONT STATE PLANE ,,SJM 17/8/83 REF: S95. ZONE CODE 4400 ,WORLD,PUBLIC 
TMVICMAP ,tranmerc,1 ,1 ,93,01_tranmerc ,,, VICTORIA (AUSTRALIA) STATE PROJECTION - VICTORIAN GEOLOGICAL SURVEY,WORLD,PUBLIC 
TMVIETS ,tranmerc,1 ,1 ,387,01_tranmerc ,CM 106E ,,ELF AND RUSSIAN FOR DAI HUNG FIELD IN SAIGON BASIN DFN 14/1/92 ,WORLD,PUBLIC 
TMWYO1FT,tranmerc,20,1 ,1,01_tranmerc ,WYOMING S.P. EAST ,,SJM 17/8/83 REF: S95. ZONE CODE 4901 ,WORLD,PUBLIC 
TMWYO2FT,tranmerc,20,1 ,1,01_tranmerc ,WYOMING EAST CENTRAL,,SJM 17/8/83 REF: S95. ZONE CODE 4902 ,WORLD,PUBLIC 
TMWYO3FT,tranmerc,20,1 ,1,01_tranmerc ,WYOMING WEST CENTRAL,,SJM 17/8/83 REF: S95. ZONE CODE 4903 ,WORLD,PUBLIC 
TMWYO4FT,tranmerc,20,1 ,1,01_tranmerc ,WYOMING S.P. WEST ,,SJM 17/8/83 REF: S95. ZONE CODE 4904 ,WORLD,PUBLIC 
TMWYOECM,tranmerc,1 ,1 ,388,01_tranmerc ,WYOMING CS83 2 E.CEN,,BWH/22APR88. REF: NGS COMMUNICATION ZONE CODE 4902. USE W/NAD83. DRAFTED. ,WORLD,PUBLIC 
TMWYOEM ,tranmerc,1 ,1 ,389,01_tranmerc ,WYOMING CS83 1 EAST ,,BWH/22APR88. REF : NGS COMMUNICATION ZONE CODE 4901 USE W/NAD83. DRAFTED. ,WORLD,PUBLIC 
TMWYOWCM,tranmerc,1 ,1 ,390,01_tranmerc ,WYOMING CS83 3 W.CEN,,BWH/APR88 : NGS COMMUNICATION ZONE CODE 4903. USE W/NAD83. DRAFTED. ,WORLD,PUBLIC 
TMYEMEN ,tranmerc,1 ,1 ,118,01_tranmerc ,YEMEN ,,PNM 19/9/89 FROM ELF TOPO TABLES ,WORLD,PUBLIC 
TMYUG5 ,tranmerc,1 ,1 ,1,10_tranmerc ,YUGOSLAVIA 5 ,,RJL 15/8/85 ,WORLD,PUBLIC 
TMYUG5SF,tranmerc,1 ,1 ,1,10_tranmerc ,YUGOSLAVIA 5 ,,RAS - 25/5/89. SAME AS TMYUG5 WITH SCALE FACTOR SET AS 0.9999 (ELF) ,WORLD,PUBLIC 
TMYUG6 ,tranmerc,1 ,1 ,1,10_tranmerc ,YUGOSLAVIA 6 ,,RJL 15/8/85 ,WORLD,PUBLIC 
TMYUG6SF,tranmerc,1 ,1 ,1,10_tranmerc ,YUGOSLAVIA 6 ,,RAS - 25/5/89. SAME AS TMYUG6 WITH SCALE FACTOR SET AS 0.9999 (ELF). ,WORLD,PUBLIC 
TMYUG7 ,tranmerc,1 ,1 ,1,10_tranmerc ,YUGOSLAVIA 7 ,,RJL 15/8/85 ,WORLD,PUBLIC 
TMYUG7SF,tranmerc,1 ,1 ,1,10_tranmerc ,YUGOSLAVIA 7 ,,RAS - 25/5/89. SAME AS TMYUG7 WITH SCALE FACTOR SET AS 0.9999 (ELF). ,WORLD,PUBLIC 
VG120E ,grinten ,1 ,1 ,297,01_grinten ,WORLD CENTRE 120 E ,,D. STOKES. LOADED FOR REMOTE SENSING GROUP - 31 OCT 1990. ,WORLD,PUBLIC 
VG120W ,grinten ,1 ,1 ,297,01_grinten ,WORLD CENTRE 120 W ,,D. STOKES. LOADED FOR REMOTE SENSING GROUP - 31 OCT 1990. ,WORLD,PUBLIC 
VG150E ,grinten ,1 ,1 ,297,01_grinten ,WORLD CENTRE 150 E ,,D. STOKES. LOADED FOR REMOTE SENSING GROUP - 31 OCT 1990. ,WORLD,PUBLIC 
VG150W ,grinten ,1 ,1 ,297,01_grinten ,WORLD CENTRE 150 W ,,D. STOKES. LOADED FOR REMOTE SENSING GROUP - 31 OCT 1990. ,WORLD,PUBLIC 
VG180E ,grinten ,1 ,1 ,297,01_grinten ,WORLD CENTRE 180 E ,,D.STOKES - LOADED FOR REMOTE SENSING GROUP 3 SEP 1990. ,WORLD,PUBLIC 
VG30E ,grinten ,1 ,1 ,297,01_grinten ,WORLD CENTRE 30 E ,,D. STOKES - 31 OCT 90. FOR REMOTE SENSING GROUP. ,WORLD,PUBLIC 
VG30W ,grinten ,1 ,1 ,297,01_grinten ,WORLD CENTRE 30 W ,,D. STOKES. LOADED FOR REMOTE SENSING GROUP - 31 OCT 1990. ,WORLD,PUBLIC 
VG60E ,grinten ,1 ,1 ,297,01_grinten ,WORLD CENTRE 60 E ,,D. STOKES. LOADED FOR REMOTE SENSING GROUP - 31 OCT 1990 ,WORLD,PUBLIC 
VG60W ,grinten ,1 ,1 ,297,01_grinten ,WORLD CENTRE 60 W ,,D. STOKES. LOADED FOR REMOTE SENSING GROUP - 31 OCT 1990. ,WORLD,PUBLIC 
VG90E ,grinten ,1 ,1 ,297,01_grinten ,WORLD CENTRE 90 E ,,D. STOKES. LOADED FOR REMOTE SENSING GROUP - 31 OCT 1990 ,WORLD,PUBLIC 
VG90EAST,grinten ,1 ,1 ,297,01_grinten ,WORLD CENTRE 90 E ,,D.STOKES - 3 SEP 1990 ,WORLD,PUBLIC 
VG90W ,grinten ,1 ,1 ,297,01_grinten ,WORLD CENTRE 90 W ,,D. STOKES. LOADED FOR REMOTE SENSING GROUP - 31 OCT 1990. ,WORLD,PUBLIC 
VG90WEST,grinten ,1 ,1 ,297,01_grinten ,WORLD CENTRE 90 W ,,D.STOKES - 3 SEP 1990 ,WORLD,PUBLIC 
VGSPHERE,grinten ,1 ,1 ,297,01_grinten ,WORLD CENTRE 0 DEG ,,RJL 25/9/85 ,WORLD,PUBLIC 
VGWORLD ,grinten ,1 ,1 ,297,01_grinten ,WORLD CENTRE 0 DEG ,,RAS - 6/9/90. FOR GEOLOGICAL/BASIN MAPS OF WORLD - USE WITH DATUM "USINT24". ,WORLD,PUBLIC 
W3SPHERE,winktrip,1 ,1 ,1,01_winktrip ,,,RJL 25/9/85 ,WORLD,PUBLIC 
