proj_name,proj_type,length_id,angle_id,usearea_id,type_desc,description,ref_proj,source,visibility,release
TMEG24P ,tranmerc,1 ,1 ,340,01_tranmerc ,PURPLE BELT ,,PNM SEPT89; MODERN FORMAL BELT PURPLE FOR 1:100000 MAPPING POST 1960 ,WORLD,PUBLIC 
TMEGEPTU,tranmerc,1 ,1 ,1,01_tranmerc ,,,RJL 2/11/84. USED BY EGEP IN TUNISIA. ,WORLD,PUBLIC 
TMEGMFBP,tranmerc,1 ,1 ,341,01_tranmerc ,PURPLE ,,PNM 7 AUG 1989 MODERN FORMAL BELT FOR 1:100000 MAPPING ,WORLD,PUBLIC 
TMEGSA87,tranmerc,1,1,1,01_tranmerc,,,Greece tranmerc done by md for Infomap,WORLD,PUBLIC
TMEGYPTB,tranmerc,1 ,1 ,1,01_tranmerc ,EGYPT BLUE BELT ,,RJL 2/10/83. ,WORLD,PUBLIC 
TMEGYPTG,tranmerc,1 ,1 ,1,01_tranmerc ,EGYPT GREEN BELT ,,RJL 2/10/83. ,WORLD,PUBLIC 
TMEGYPTP,tranmerc,1 ,1 ,1,01_tranmerc ,EGYPT PURPLE BELT ,,RJL 2/10/83 ,WORLD,PUBLIC 
TMEGYPTR,tranmerc,1 ,1 ,1,01_tranmerc ,EGYPT RED BELT ,,RJL 10/1/83 ,WORLD,PUBLIC 
TMEGYPTS,tranmerc,1 ,1 ,1,01_tranmerc ,EXTENDED PURPLE BELT,,RJL 2/10/83. REF: T65 ,WORLD,PUBLIC 
TMEGYPTW,tranmerc,1 ,1 ,1,01_tranmerc ,,,RJL 13/11/84. USED BY SHELL IN WESTERN DESERT. (REF KHALDA EAST SP BASEMAP). ,WORLD,PUBLIC 
TMETHIOP,tranmerc,1 ,1 ,1,01_tranmerc ,ETHIOPIA ,,RAS - 9/3/89. FOR REGIONAL MAPPING OF ETHIOPIA. ,WORLD,PUBLIC 
TMFIN0,tranmerc,1,1,1,10_tranmerc,FINLAND 1,,MD 270199,WORLD,PUBLIC
TMFIN1,tranmerc,1,1,1,10_tranmerc,FINLAND 1,,MD 270199,WORLD,PUBLIC
TMFIN2,tranmerc,1,1,1,10_tranmerc,FINLAND 1,,MD 270199,WORLD,PUBLIC
TMFIN3,tranmerc,1,1,1,10_tranmerc,FINLAND 1,,MD 270199,WORLD,PUBLIC
TMFIN4,tranmerc,1,1,1,10_tranmerc,FINLAND 1,,MD 270199,WORLD,PUBLIC
TMFIN5,tranmerc,1,1,1,10_tranmerc,FINLAND 1,,MD 270199,WORLD,PUBLIC
TMFLRAEF,tranmerc,25,1 ,1,01_tranmerc ,FLORIDA S.P. EAST ,,SJM 17/8/83 REF: S95. ZONE CODE 0901 ,WORLD,PUBLIC 
TMFLRAWF,tranmerc,20,1 ,1,01_tranmerc ,FLORIDA S.P. WEST ,,SJM 17/8/83 REF: S95. ZONE CODE 0902 ,WORLD,PUBLIC 
TMGCWEG2,tranmerc,20,1 ,344,01_tranmerc ,,,RJL 20/7/90. USED BY WESTERN GEOPHYSICALFOR GC PHASE II 3-D BINNING GRID. ,WORLD,PUBLIC 
TMGEOREF,tranmerc,20,1 ,1,01_tranmerc ,GEORGIA S.P. EAST ,,SJM 17/8/83 REF: S95. ZONE CODE 1001 ,WORLD,PUBLIC 
TMGEORWF,tranmerc,20,1 ,1,01_tranmerc ,GEORGIA S.P. WEST ,,SJM 17/8/83 REF: S95. ZONE CODE 1002 ,WORLD,PUBLIC 
TMGER1 ,tranmerc,1 ,1 ,1,10_tranmerc ,GERMANY 1 ,,RJL 10/1/83 ,WORLD,PUBLIC 
TMGER2 ,tranmerc,1 ,1 ,1,10_tranmerc ,GERMANY 2 ,,RJL 10/1/83 ,WORLD,PUBLIC 
TMGER3 ,tranmerc,1 ,1 ,1,10_tranmerc ,GERMANY 3 ,,RJL 10/1/83 ,WORLD,PUBLIC 
TMGER4 ,tranmerc,1 ,1 ,1,10_tranmerc ,GERMANY 4 ,,RJL 10/1/83 ,WORLD,PUBLIC 
TMGER5 ,tranmerc,1 ,1 ,1,10_tranmerc ,GERMANY 5 ,,RJL 10/1/83 ,WORLD,PUBLIC 
TMGHANA ,tranmerc,1 ,1 ,1,01_tranmerc ,GHANA METRE GRID ,,RJL 11/1/83 ,WORLD,PUBLIC 
TMGHANAF,tranmerc,11,1 ,1,01_tranmerc ,GHANA FOOT GRID ,,SJM 14/9/83 (C.F. SEARS RATIO) ,WORLD,PUBLIC 
TMGHANAY,tranmerc,16,1 ,1,01_tranmerc ,GHANA YARD GRID ,,RJL 17/5/84. (C.F. SEARS RATIO) ,WORLD,PUBLIC 
TMGK20E ,tranmerc,1 ,1 ,328,10_tranmerc ,,,RAS - FOR ELF SEISMIC DATA (FROM B.O.C CHINA). ,WORLD,PUBLIC 
TMGKN05 ,tranmerc,1 ,1 ,1,11_tranmerc ,5 N ,,PNM 1/7/91 ,WORLD,PUBLIC 
TMGKN06 ,tranmerc,1 ,1 ,1,11_tranmerc ,6 N ,,PNM 1/7/91 ,WORLD,PUBLIC 
TMGKN07 ,tranmerc,1 ,1 ,1,11_tranmerc ,7 N ,,PNM 1/7/91 ,WORLD,PUBLIC 
TMGKN10 ,tranmerc,1 ,1 ,1,11_tranmerc ,10 N ,,PNM 7 MAY 1991 ,WORLD,PUBLIC 
TMGKN11 ,tranmerc,1 ,1 ,1,11_tranmerc ,11 N ,,PNM 7 MAY 1991 ,WORLD,PUBLIC 
TMGKN12 ,tranmerc,1 ,1 ,1,11_tranmerc ,12 N ,,RJL 28/9/83 ,WORLD,PUBLIC 
TMGKN13 ,tranmerc,1 ,1 ,1,11_tranmerc ,13 N ,,RJL 28/9/83. ,WORLD,PUBLIC 
TMGKN14 ,tranmerc,1 ,1 ,1,11_tranmerc ,14 N ,,RJL 28/9/83. ,WORLD,PUBLIC 
TMGKN15 ,tranmerc,1 ,1 ,1,11_tranmerc ,15 N ,,RJL 28/9/83. ,WORLD,PUBLIC 
TMGKN16 ,tranmerc,1 ,1 ,1,11_tranmerc ,16 N ,,RJL 28/9/83 ,WORLD,PUBLIC 
TMGKN17 ,tranmerc,1 ,1 ,1,11_tranmerc ,17 N ,,RJL 28/9/83 ,WORLD,PUBLIC 
TMGKN18 ,tranmerc,1 ,1 ,1,11_tranmerc ,18 N ,,RJL 28/9/83 ,WORLD,PUBLIC 
TMGKN19 ,tranmerc,1 ,1 ,1,11_tranmerc ,19 N ,,RJL 28/9/83 AMENDED 19/2/85. ,WORLD,PUBLIC 
TMGKN20 ,tranmerc,1 ,1 ,1,11_tranmerc ,20 N ,,RJL 28/9/83 ,WORLD,PUBLIC 
TMGKN20W,tranmerc,1 ,1 ,124,11_tranmerc ,20 N ,,Japan China Oil Development Corp. maps by China Bohai Racal Positioning Co. DAJ,WORLD,PUBLIC 
TMGKN21 ,tranmerc,1 ,1 ,1,11_tranmerc ,21 N ,,RJL 10/1/83 ,WORLD,PUBLIC 
TMGKN21W,tranmerc,1 ,1 ,1,11_tranmerc ,21 N ,,RJL 13/6/84 ,WORLD,PUBLIC 
TMGKN22 ,tranmerc,1 ,1 ,1,11_tranmerc ,22 N ,,RJL 28/9/83 ,WORLD,PUBLIC 
TMGKN23 ,tranmerc,1 ,1 ,1,11_tranmerc ,23 N ,,RJL 28/9/83 ,WORLD,PUBLIC 
TMGKN8 ,tranmerc,1 ,1 ,1,11_tranmerc ,8 N ,,PNM 7 MAY 1991 ,WORLD,PUBLIC 
TMGKN9 ,tranmerc,1 ,1 ,1,11_tranmerc ,9 N ,,PNM 7 MAY 1991 ,WORLD,PUBLIC 
TMHAWI1F,tranmerc,20,1 ,1,01_tranmerc ,HAWAII STATE PLANE 1,,RJL 11/1/83 REF: USGS BULLETIN 1532. ZONE CODE 5101 ,WORLD,PUBLIC 
TMHAWI2F,tranmerc,20,1 ,1,01_tranmerc ,HAWAII STATE PLANE 2,,RJL 11/1/83 REF: USGS BULLETIN 1532. ZONE CODE 5102 ,WORLD,PUBLIC 
TMHAWI3F,tranmerc,20,1 ,1,01_tranmerc ,HAWAII STATE PLANE 3,,RJL 11/1/83 REF: USGS BULLETIN 1532. ZONE CODE 5103 ,WORLD,PUBLIC 
TMHAWI4F,tranmerc,20,1 ,1,01_tranmerc ,HAWAII STATE PLANE 4,,RJL 11/1/83 REF: USGS BULLETIN 1532. ZONE CODE 5104 ,WORLD,PUBLIC 
TMHAWI5F,tranmerc,20,1 ,1,01_tranmerc ,HAWAII STATE PLANE 5,,RJL 21/1/83 REF: USGS BULLETIN 1532. ZONE CODE 5105 ,WORLD,PUBLIC 
TMHNT170,tranmerc,27,1 ,76,01_tranmerc ,GT.S.BASIN NZ (TMP) ,,DAJ 27/04/88 (AFTER M.JOHNSON BPNZ 4/8 - HUNT INT. PET.CO. MAPS 1972 .. TEMP. ,WORLD,PUBLIC 
TMI,tranmerc,1,1,1,01_tranmerc,,,New Israeli grid - Done by MD for Dan Eldar,WORLD,PUBLIC
TMIDACFT,tranmerc,20,1 ,1,01_tranmerc ,IDAHO S.P. CENTRAL ,,SJM 17/8/83 REF: S95. ZONE CODE 1102 ,WORLD,PUBLIC 
TMIDAEFT,tranmerc,20,1 ,1,01_tranmerc ,IDAHO S.P. EAST ,,SJM 17/8/83 REF: S95. ZONE CODE 1101 ,WORLD,PUBLIC 
TMIDAWFT,tranmerc,20,1 ,1,01_tranmerc ,IDAHO S.P. WEST ,,SJM 17/8/83 REF: S95. ZONE CODE 1103 ,WORLD,PUBLIC 
TMILLEFT,tranmerc,20,1 ,1,01_tranmerc ,ILLINOIS S.P. EAST ,,SJM 17/8/83 REF: S95. ZONE CODE 1202 ,WORLD,PUBLIC 
TMILLWFT,tranmerc,20,1 ,1,01_tranmerc ,ILLINOIS S.P. WEST ,,SJM 17/8/83 REF: S95. ZONE CODE 1202 ,WORLD,PUBLIC 
TMIND114,tranmerc,1 ,1 ,48,04_tranmerc ,CM 114 E ,,BRITOIL SEISMIC SURVEYS DAJ FEB 1989 ,WORLD,PUBLIC 
TMINDEFT,tranmerc,20,1 ,1,01_tranmerc ,INDIANA S.P. EAST ,,SJM 17/8/83 REF: S95. ZONE CODE 1301 ,WORLD,PUBLIC 
TMINDWFT,tranmerc,20,1 ,1,01_tranmerc ,INDIANA S.P. WEST ,,SJM 17/8/83 REF: S95. ZONE CODE 1302 ,WORLD,PUBLIC 
TMIRAQ ,tranmerc,1 ,1 ,1,01_tranmerc ,IRAQ NATIONAL GRID ,,RJL 2/3/84. REF: S147. ,WORLD,PUBLIC 
TMIRAQC ,tranmerc,1 ,1 ,356,01_tranmerc ,IRAQ CENTRAL ,,JKS 16/7/87 FOR MAPPING WHOLE OF IRAQ ,WORLD,PUBLIC 
TMISG541,tranmerc,1 ,1 ,23,01_tranmerc ,,,ISG PROJECTIONS - NSW AUSTRALIA - RS OF NSW DEPT MINERAL RESOURCES,WORLD,PUBLIC 
TMISG542,tranmerc,1 ,1 ,23,01_tranmerc ,,,ISG PROJECTIONS - NSW AUSTRALIA - RS OF NSW DEPT MINERAL RESOURCES,WORLD,PUBLIC 
TMISG543,tranmerc,1 ,1 ,23,01_tranmerc ,,,ISG PROJECTIONS - NSW AUSTRALIA - RS OF NSW DEPT MINERAL RESOURCES,WORLD,PUBLIC 
TMISG551,tranmerc,1 ,1 ,23,01_tranmerc ,,,ISG PROJECTIONS - NSW AUSTRALIA - RS OF NSW DEPT MINERAL RESOURCES,WORLD,PUBLIC 
TMISG552,tranmerc,1 ,1 ,23,01_tranmerc ,,,ISG PROJECTIONS - NSW AUSTRALIA - RS OF NSW DEPT MINERAL RESOURCES,WORLD,PUBLIC 
TMISG553,tranmerc,1 ,1 ,23,01_tranmerc ,,,ISG PROJECTIONS - NSW AUSTRALIA - RS OF NSW DEPT MINERAL RESOURCES,WORLD,PUBLIC 
TMISG561,tranmerc,1 ,1 ,23,01_tranmerc ,,,ISG PROJECTIONS - NSW AUSTRALIA - RS OF NSW DEPT MINERAL RESOURCES,WORLD,PUBLIC 
TMISG562,tranmerc,1 ,1 ,23,01_tranmerc ,,,ISG PROJECTIONS - NSW AUSTRALIA - RS OF NSW DEPT MINERAL RESOURCES,WORLD,PUBLIC 
TMISG563,tranmerc,1 ,1 ,23,01_tranmerc ,,,ISG PROJECTIONS - NSW AUSTRALIA - RS OF NSW DEPT MINERAL RESOURCES,WORLD,PUBLIC 
TMJORDAN,tranmerc,1 ,1 ,23,01_tranmerc ,,,PNM 17/4/89 FROM JORDAN HUNT OIL CO 1988 ,WORLD,PUBLIC 
TMKOREA ,tranmerc,1 ,1 ,357,01_tranmerc ,,,TCJ FOR RICHARD JEANES (X 3673) FROM A GSI BASE MAP ,WORLD,PUBLIC 
TMMAINEF,tranmerc,20,1 ,1,01_tranmerc ,MAINE S.P. EAST ,,SJM 17/8/83 REF: S95. ZONE CODE 1801 ,WORLD,PUBLIC 
TMMAINWF,tranmerc,20,1 ,1,01_tranmerc ,MAINE S.P. WEST ,,SJM 17/8/83 REF: S95. ZONE CODE 1802 ,WORLD,PUBLIC 
TMMCBO4 ,tranmerc,1 ,1 ,27,01_tranmerc ,,,PNM 23/7/91 SHELL ECONS LISTING ,WORLD,PUBLIC 
TMMICHCF,tranmerc,6,1 ,1,01_tranmerc ,OLD MICHIGAN CENTRAL,,RJL 11/1/83 REF: USGS BULLETIN 1532. ZONE CODE 2102. SUPERCEDED BY ZONE 211x.,WORLD,PUBLIC 
TMMICHEF,tranmerc,6,1 ,1,01_tranmerc ,MICHIGAN S.P. EAST ,,RJL 11/1/83 REF: USGS BULLETIN 1532 ZONE CODE 2101. SUPERCEDED BY ZONE 211x.,WORLD,PUBLIC 
TMMICHWF,tranmerc,6,1 ,1,01_tranmerc ,MICHIGAN S.P. WEST ,,RJL 11/1/83 REF: USGS BULLETIN 1532. ZONE CODE 2103. SUPERCEDED BY ZONE 211x.,WORLD,PUBLIC 
TMMISOCF,tranmerc,20,1 ,1,01_tranmerc ,MISSOURI SP CENTRAL ,,SJM 17/8/83 REF: S95. ZONE CODE 2402 ,WORLD,PUBLIC 
TMMISOEF,tranmerc,20,1 ,1,01_tranmerc ,MISSOURI S.P. EAST ,,SJM 17/8/83 REF: S95. ZONE CODE 2401 ,WORLD,PUBLIC 
TMMISOWF,tranmerc,20,1 ,1,01_tranmerc ,MISSOURI S.P. WEST ,,SJM 17/8/83 REF: S95. ZONE CODE 2403 ,WORLD,PUBLIC 
TMMISSEF,tranmerc,20,1 ,1,01_tranmerc ,MISSISSIPPI SP EAST ,,SJM 17/8/83 REF: S95. ZONE CODE 2301 ,WORLD,PUBLIC 
TMMISSEM,tranmerc,1 ,1 ,364,01_tranmerc ,MISSISSIPPI CS83 EA.,,BWH/22APR88 REF: NGS COMMUNICATION ZONE CODE 2301 USE W/NAD83. DRAFTED ,WORLD,PUBLIC 
TMMISSWF,tranmerc,20,1 ,1,01_tranmerc ,MISSISSIPPI SP WEST ,,SJM 17/8/83 REF: S95. ZONE CODE 2302 ,WORLD,PUBLIC 
TMMISSWM,tranmerc,1 ,1 ,365,01_tranmerc ,MISSISSIPPI CS83 WE.,,BWH/22APR88. REF : NGS COMMUNICATION ZONE CODE 2302 USE W/NAD83. DRAFTED ,WORLD,PUBLIC 
TMMON087,tranmerc,1 ,1 ,155,01_tranmerc ,15 ,,PNM 1/8/90 ,WORLD,PUBLIC 
TMMON093,tranmerc,1 ,1 ,155,01_tranmerc ,16 ,,PNM 1/8/90 ,WORLD,PUBLIC 
TMMON099,tranmerc,1 ,1 ,155,01_tranmerc ,17 ,,PNM 1/8/90 ,WORLD,PUBLIC 
TMMON105,tranmerc,1 ,1 ,155,01_tranmerc ,18 ,,PNM 1/8/90 ,WORLD,PUBLIC 
TMMON111,tranmerc,1 ,1 ,155,01_tranmerc ,19 ,,PNM 1/8/90 ,WORLD,PUBLIC 
TMMON117,tranmerc,1 ,1 ,155,01_tranmerc ,20 ,,PNM 1/8/90 ,WORLD,PUBLIC 
TMNEVACF,tranmerc,20,1 ,1,01_tranmerc ,NEVADA S.P. CENTRAL ,,SJM 17/8/83 REF: S95. ZONE CODE 2702 ,WORLD,PUBLIC 
TMNEVACM,tranmerc,1 ,1 ,366,01_tranmerc ,NEVADA CS83 CENTRAL,,BWH/22APR88. REF: NGS COMMUNICATION. ZONE CODE 2702. USE W/NAD83. ENACTED. ,WORLD,PUBLIC 
TMNEVAEF,tranmerc,20,1 ,1,01_tranmerc ,NEVADA S.P. EAST ,,SJM 17/8/83 REF: S95. ZONE CODE 2701 ,WORLD,PUBLIC 
TMNEVAEM,tranmerc,1 ,1 ,367,01_tranmerc ,NEVADA CS83 EAST ,,BWH/22APR88. REF: NGS COMMUNICATION. ZONE CODE 2701. USE W/NAD83. ENACTED. ,WORLD,PUBLIC 
TMNEVAWF,tranmerc,20,1 ,1,01_tranmerc ,NEVADA S.P. WEST ,,SJM 17/8/83 REF: S95. ZONE CODE 2703 ,WORLD,PUBLIC 
TMNEVAWM,tranmerc,1 ,1 ,368,01_tranmerc ,NEVADA CS83 WEST ,,BWH/22APR88. REF: NGS COMMUNICATION. ZONE CODE 2703. USE W/NAD83. ENACTED. ,WORLD,PUBLIC 
TMNEWHFT,tranmerc,20,1 ,1,01_tranmerc ,NEW HAMPSHIRE S.P. ,,SJM 17/8/83 REF: S95. ZONE CODE 2800 ,WORLD,PUBLIC 
TMNEWJFT,tranmerc,20,1 ,1,01_tranmerc ,NEW JERSEY S.P. ,,SJM 17/8/83 REF: S95. ZONE CODE 2900 ,WORLD,PUBLIC 
TMNEWMCF,tranmerc,20,1 ,1,01_tranmerc ,NEW MEXICO CENTRAL ,,SJM 17/8/83 REF: S95. ZONE CODE 3002 ,WORLD,PUBLIC 
TMNEWMEF,tranmerc,20,1 ,1,01_tranmerc ,NEW MEXICO S.P. EAST,,SJM 17/8/83 REF: S95. ZONE CODE 3001 ,WORLD,PUBLIC 
TMNEWMEM,tranmerc,1 ,1 ,372,01_tranmerc ,NEW MEXICO CS83 EAST,,BWH/22APR88. REF: NGS COMMUNICATION. ZONE CODE 3001. USE W/NAD83. DRAFTED. ,WORLD,PUBLIC 
TMNEWMWF,tranmerc,20,1 ,1,01_tranmerc ,NEW MEXICO S.P. WEST,,SJM 17/8/83 REF: S95. ZONE CODE 3003 ,WORLD,PUBLIC 
TMNEWYCF,tranmerc,20,1 ,1,01_tranmerc ,NEW YORK SP CENTRAL ,,SJM 17/8/83 REF: S95. ZONE CODE 3102 ,WORLD,PUBLIC 
TMNEWYEF,tranmerc,20,1 ,1,01_tranmerc ,NEW YORK S.P. EAST ,,SJM 17/8/83 REF: S95. ZONE CODE 3101 ,WORLD,PUBLIC 
TMNEWYWF,tranmerc,20,1 ,1,01_tranmerc ,NEW YORK S.P. WEST ,,SJM 17/8/83 REF: S95. ZONE CODE 3103 ,WORLD,PUBLIC 
TMNIGE ,tranmerc,1 ,1 ,1,01_tranmerc ,NIGERIA EAST BELT ,,RJL 22/2/83 ,WORLD,PUBLIC 
TMNIGM ,tranmerc,1 ,1 ,1,01_tranmerc ,NIGERIA MID BELT ,,RJL 22/2/83 ,WORLD,PUBLIC 
TMNIGW ,tranmerc,1 ,1 ,1,01_tranmerc ,NIGERIA WEST BELT ,,RJL 22/2/83 CORRECTED DFN 12/2/91 ,WORLD,PUBLIC 
TMNORAND ,tranmerc,1 ,1 ,195,01_tranmerc ,ORANDA QUEBEC GRID,,GRAHAM STAKER OF WESTERN MINING CORP  6th APRIL 1992,WORLD,PUBLIC 
TMNSEA ,tranmerc,1 ,1 ,157,01_tranmerc ,,,ROB DIVER FOR PIPELINE MAPPING IN THE NORTH SEA. TCJ ON 3.3.88 ,WORLD,PUBLIC 
TMNYEMEN,tranmerc,1 ,1 ,378,01_tranmerc ,,,RAS - 8/8/89. FROM H. LE ROUX (GIS) FOR SEISMIC DATA LOADING. ,WORLD,PUBLIC 
TMNZNI ,tranmerc,27,1 ,1,01_tranmerc ,NORTH ISLAND GRID ,,RJL 10/1/83 (C.F. SEARS RATIO) ,WORLD,PUBLIC 
TMNZSI ,tranmerc,27,1 ,1,01_tranmerc ,SOUTH ISLAND GRID ,,RJL 10/1/83 (C.F. SEARS RATIO) ,WORLD,PUBLIC 
TMOGADEN,tranmerc,1 ,1 ,379,04_tranmerc ,ETHIOPIA (OGADEN) ,,BEICIP 1:250000 SEISMIC LOCATION MAPS DAJ FEB 1989 ,WORLD,PUBLIC 
TMOMAN ,tranmerc,1 ,1 ,1,01_tranmerc ,,,RJL 10/1/83 ,WORLD,PUBLIC 
TMOSGB ,tranmerc,1 ,1 ,1,01_tranmerc ,OSGB NATIONAL GRID ,,SJM 17/8/83 REF S49 HISTORY OF THE RE- TRIANGULATION OF GREAT BRITAIN ,WORLD,PUBLIC 
TMOSIRL ,tranmerc,1 ,1 ,1,01_tranmerc ,IRISH NATIONAL GRID ,,RJL 10/1/83 ,WORLD,PUBLIC 
TMPARAG1,tranmerc,1 ,1 ,380,01_tranmerc ,ZONE 1 ,,RAS - 6/3/89. GEODETIC POSITIONING SVS. ,WORLD,PUBLIC 
TMPARAG2,tranmerc,1 ,1 ,380,01_tranmerc ,ZONE 2 ,,RAS - 6/3/89. GEODETIC POSITIONING SVS. ,WORLD,PUBLIC 
TMPARAG3,tranmerc,1 ,1 ,380,01_tranmerc ,ZONE 3 ,,RAS - 6/3/89. GEODETIC POSITIONING SVS. ,WORLD,PUBLIC 
TMPARAG4,tranmerc,1 ,1 ,380,01_tranmerc ,ZONE 4 ,,RAS - 6/3/89. GEODETIC POSITIONING SVS. ,WORLD,PUBLIC 
TMPERUBE,tranmerc,1 ,1 ,1,01_tranmerc ,,,BELCO PET. SEISMIC MAP. ORIGIN IS CAPE PARINAS-MOST W. PT. IN S. AM.-NJS 1/8/84,WORLD,PUBLIC 
TMPERUC ,tranmerc,1 ,1 ,1,01_tranmerc ,PERU CENTRAL ,,RJL 11/1/83 ,WORLD,PUBLIC 
TMPERUE ,tranmerc,1 ,1 ,1,01_tranmerc ,PERU EAST ,,RJL 28/9/83 ,WORLD,PUBLIC 
TMPERUW ,tranmerc,1 ,1 ,1,01_tranmerc ,PERU WEST ,,RJL 28/9/83 ,WORLD,PUBLIC 
TMPHIL1 ,tranmerc,1 ,1 ,1,01_tranmerc ,PHILIPPINES I ,,RJL 11/1/83 REF: 80.0099 ,WORLD,PUBLIC 
TMPHIL2 ,tranmerc,1 ,1 ,1,01_tranmerc ,PHILIPPINES II ,,RJL 11/1/83 REF: 80.0099 ,WORLD,PUBLIC 
TMPHIL3 ,tranmerc,1 ,1 ,1,01_tranmerc ,PHILIPPINES III ,,RJL 11/1/83 REF: 80.0099 ,WORLD,PUBLIC 
TMPHIL4 ,tranmerc,1 ,1 ,1,01_tranmerc ,PHILIPPINES IV ,,RJL 11/1/83 REF: 80.0099 ,WORLD,PUBLIC 
TMPHIL5 ,tranmerc,1 ,1 ,1,01_tranmerc ,PHILIPPINES V ,,RJL 11/1/83 REF: 80.0099 ,WORLD,PUBLIC 
TMPHIL6 ,tranmerc,1 ,1 ,1,01_tranmerc ,PHILIPPINES VI ,,RJL 11/1/83 REF: 80.0099 ,WORLD,PUBLIC
TMPNG55S ,tranmerc,1 ,1 ,111,10_tranmerc ,PAPUA NEW GUINEA ,,,WORLD,PUBLIC 
TMPORT ,tranmerc,1 ,1 ,1,10_tranmerc ,PORTUGAL ,,RJL 28/9/83. CM is 1 deg E of Sao Jorge. Greenwich value of this may be 54.862s.,WORLD,PUBLIC 
TMPORTL ,tranmerc,1 ,1 ,1,10_tranmerc ,PORTUGAL ,TMPORT ,RJL 5/4/84 REF:S89 60/TOPO/6. Lisbon is9d 7m 54.806s (?54.862s) W of Greenwich.,WORLD,PUBLIC 
TMQATAR ,tranmerc,1 ,1 ,1,01_tranmerc ,QATAR NATIONAL GRID ,,RJL 11/1/83 ,WORLD,PUBLIC 
TMRHODIF,tranmerc,20,1 ,1,01_tranmerc ,RHODE ISLAND S.P. ,,RJL 11/1/83 REF: S71. ZONE CODE 3800 ,WORLD,PUBLIC 
TMRHODIM,tranmerc,1 ,1 ,381,01_tranmerc ,RHODE ISLAND CS83 ,,BWH/22APR88. REF: NGS COMMUNICATION. ZONE CODE 3800. USE W/NAD83. ENACTED. ,WORLD,PUBLIC 
TMRT90,tranmerc,1,1,1,01_tranmerc,,,Swedish national grid definition Done by MD for Steve Joyce,WORLD,PUBLIC
TMS114E ,tranmerc,1 ,1 ,1,01_tranmerc ,,,TEMP FOR SEISMIC LOAD DAJ 5.8.85 ,WORLD,PUBLIC 
TMS116E ,tranmerc,1 ,1 ,382,01_tranmerc ,,,RAS - 2/11/88; REQUEST FROM BP JAKARTA CHRIS BROAD; FOR KANGEAN BLOCK MAPS ,WORLD,PUBLIC 
TMSAM19S ,tranmerc,1 ,1 ,1,01_tranmerc ,,,,WORLD,PUBLIC 
TMSAM20S ,tranmerc,1 ,1 ,1,01_tranmerc ,,,USED FOR MAPPING SAGP ISOSTATIC ANOMALY GRID,WORLD,PUBLIC 
TMSAMER ,tranmerc,1 ,1 ,1,01_tranmerc ,,,RJL 29/2/84. USED FOR APPRAISAL MAPPING OF ALL SOUTH AMERICA. ,WORLD,PUBLIC 
TMSAMERA,tranmerc,1 ,1 ,1,01_tranmerc ,,,SJM 16/9/83. USED BY GIS FOR SUPERMAP. ,WORLD,PUBLIC 
TMSHABWA,tranmerc,1 ,1 ,383,10_tranmerc ,,,,WORLD,PUBLIC 
TMSHK167,tranmerc,1 ,1 ,1,01_tranmerc ,SOLANDER BASIN NZ ,,M.S.JOHNSTON BP(OE)N.ZEALAND 27.02.86. FOR SEAHAWK MAPS MADE BY WESCOM (SUBIACO,WORLD,PUBLIC 
TMSHLCNS,tranmerc,1 ,1 ,1,01_tranmerc ,,,RJL 23/9/83. PROJECTION IS USED BY SHELL EXPRO. FOR THEIR NORTHERN N. SEA WORK ,WORLD,PUBLIC 
TMSHLHOL,tranmerc,1 ,1 ,1,01_tranmerc ,,,RJL 23/9/83. PROJECTION IS USED BY SHELL EXPRO. FOR THEIR SOUTHERN N. SEA WORK. ,WORLD,PUBLIC 
TMSHLYEM,tranmerc,1 ,1 ,1,01_tranmerc ,,,RJL 2/7/85. USED BY SHELL FOR BASE MAPS OF 1979 SURVEY YEMEN ARAB REPUBLIC. ,WORLD,PUBLIC 
TMSUDAN ,tranmerc,1 ,1 ,1,01_tranmerc ,SUDAN ,,RAS - 9/3/89. FOR REGIONAL MAPPING OF SUDAN ,WORLD,PUBLIC 
TMSURNAM,tranmerc,1 ,1 ,1,04_tranmerc ,SURINAM ,,ELF PETROLEUM 1:200000 SHOTPOINT MAPS D.A.JOHNSON 14-5-86 ,WORLD,PUBLIC 
TMSVIET ,tranmerc,1 ,1 ,278,04_tranmerc ,OFFSHORE S.VIETNAM ,,R.A.S - PREVIOUSLY TMSVNM ( MANDREL IND MAPS ) [D.A.J] - NEW SPHEROID 19/7/88 ,WORLD,PUBLIC 
TMSVNM ,tranmerc,1 ,1 ,295,04_tranmerc ,,,JKS - FROM DAJ 12/5/86 (MANDREL IND. INCMAPS. - 2/8/88....TEMPORARY MNEMONIC....,WORLD,PUBLIC 
TMTIBU ,tranmerc,1 ,1 ,1,10_tranmerc ,TIBU ,,RJL 10/1/83 ,WORLD,PUBLIC 
TMTRUCST,tranmerc,1 ,1 ,384,01_tranmerc ,TRUCIAL COAST CM 55E,,QATAR TRIANGULATION FILE 129.91672 EXTRACTED BY TCJ 3.5.88 ,WORLD,PUBLIC 
TMTUNIS ,tranmerc,1 ,1 ,385,01_tranmerc ,,,RAS - 6/12/88; FOR DIGITISING TOTAL MAPS (T.E.T THALA-MAKTAR) ,WORLD,PUBLIC 
