proj_name,false_north,false_east,origin_lat,origin_long,radius,eccentricity,flattening,prime_merid
OG45N45E,0.0 ,0.0 ,0.7853981633974483,0.7853981633974483,6371000.0 ,0.0 ,1.0 ,1  
OG55N80E,0.0 ,0.0 ,0.9599310885968813,1.3962634015954637,6371000.0 ,0.0 ,1.0 ,1  
OGEQU90W,0.0 ,0.0 ,0.0 ,-1.570796326794896 ,6371000.0 ,0.0 ,1.0 ,1  
OGNPOLE ,0.0 ,0.0 ,1.5707963267948966,0.0 ,6371000.0 ,0.0 ,1.0 ,1  
