proj_name,false_north,false_east,centre_merid,centre_lat,radius,eccentricity,flattening,prime_merid
SWISSNEW,200000.0 ,600000.0 ,0.1298452235613851,0.8194740694518237,6377397.155 ,0.0816968312225275,299.1528128 ,1  
SWISSOLD,0.0 ,0.0 ,0.1298452235613851,0.8194740694518237,6377397.155 ,0.0816968312225275,299.1528128 ,1  
