proj_name,false_north,false_east,centre_merid,centre_lat,radius,eccentricity,flattening,prime_merid
PCALASKA,0.0 ,0.0 ,-2.652900463031381 ,1.0821041362364844,20925832.16 ,0.0822718542249391,294.9786982 ,1  
PCALBERT,0.0 ,0.0 ,-2.094395102393195 ,0.942477796076938 ,20926062.0 ,0.0822718970620772,294.9783905 ,1  
PCNSLOPE,0.0 ,0.0 ,-2.652900463031381 ,1.2042771838760874,20925832.16 ,0.0822718542249391,294.9786982 ,1  
PCNWT ,0.0 ,0.0 ,-2.094395102393195 ,1.1344640137963142,20926062.0 ,0.0822718970620772,294.9783905 ,1  
PCTRUSFT,0.0 ,0.0 ,-2.094395102393195 ,0.6981317007977318,20925832.16 ,0.0822718542249391,294.9786982 ,1  
PCWORLD ,0.0 ,0.0 ,0.0 ,0.0 ,6378137.0 ,0.0818192214555232,298.257 ,1  
