proj_name,type,metre_factor,radius,eccentricity,flattening,prime_merid
LM2MON ,lambert2,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1 
LM2MONFT,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
LM2MOSFT,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
LM2MTCFT,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,1  
L2MTF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2MTM ,lambert2,1.0 ,6378137.0 ,0.0818191910429526,298.2572221 ,1  
LM2MTNFT,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,1  
LM2MTSFT,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,1  
LM2NBRUN,lambert2,1.0 ,6378206.4 ,0.0822718542249391,294.9786982 ,1  
LM2NBSEA,lambert2,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
LM2NCAFT,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2NCAFT83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2NDNFT,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2NDNFT83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2NDNM ,lambert2,1.0 ,6378137.0 ,0.0818191910429526,298.2572221 ,1  
LM2NDSFT,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2NDSFT83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
L2NEBF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2NEBM ,lambert2,1.0 ,6378137.0 ,0.0818191910429526,298.2572221 ,1  
LM2NEBNF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
LM2NEBSF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
LM2NEPAL,lambert2,1.0 ,6377276.345 ,0.0814729809826527,300.8017 ,1  
LM2NEWYF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2NEWYF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2NFA ,lambert2,1.0 ,6378206.4 ,0.0822718542249391,294.9786982 ,1  
LM2NFB ,lambert2,1.0 ,6378206.4 ,0.0822718542249391,294.9786982 ,1  
LM2NHEM ,lambert2,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
LM2NSW1 ,lambert2, 1.0, 6378160.0 ,0.0818201799960599,298.25, 1
LM2NSW2 ,lambert2, 1.0, 6378160.0 ,0.0818201799960599,298.25, 1
LM2NSEA ,lambert2,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
LM2NZN ,lambert2,1.0 ,6378249.145 ,0.0824834000441851,293.465 ,1  
LM2NZS ,lambert2,1.0 ,6378249.145 ,0.0824834000441851,293.465 ,1  
LM2OHINF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2OHINF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2OHISF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2OHISF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2OKLNF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2OKLNF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2OKLNM,lambert2,1.0 ,6378137.0 ,0.0818191910429526,298.2572221 ,1  
LM2OKLSF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2OKLSF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2OKLSM,lambert2,1.0 ,6378137.0 ,0.0818191910429526,298.2572221 ,1  
LM2ONH25,lambert2,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
LM2ORENF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2ORENF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2ORESF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2ORESF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2OSTER,lambert2,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,8 
LM2PAK ,lambert2, 1.0, 6377301.243, .0814729775350297, 300.8017255, 1
LM2PANFT,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2PANFT83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2PASFT,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,1  
L2PASFT83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2PRMB ,lambert2,1.0 ,6378135.0 ,0.0818188106627489,298.26 ,1  
LM2PRV1F,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,1  
L2PRVF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2PRV2F,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,1  
LM2RUSS ,lambert2,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
LM2RUSS1,lambert2,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
LM2RUSS2,lambert2,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
LM2RUSS3,lambert2,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
LM2RUSS4,lambert2,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
LM2RUSS5,lambert2,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
LM2RUSS6,lambert2,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
LM2SCHIN,lambert2,1.0 ,6378135.0 ,0.0818188106627489,298.26 ,1  
LM2SCHNS,lambert2,1.0 ,6378135.0 ,0.0818188106627489,298.26 ,1  
LM2SCNFT,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,1  
LM2SCSFT,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,1  
L2SCFT83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2SDNFT,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,1  
L2SDNFT83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2SDSFT,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,1  
L2SDSFT83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2SEYCH,lambert2,1.0 ,6378249.145 ,0.0824834000441851,293.465 ,1  
LM2SHAW ,lambert2,1.0 ,6378135.0 ,0.0818188106627489,298.26 ,1  
LM2SYRIA,lambert2,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
LM2TAIW ,lambert2,1.0 ,6378135.0 ,0.0818188106627489,298.26 ,8 
LM2TARIM,lambert2,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,8 
LM2TENNF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,1  
L2TENNF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2TIBET ,lambert2, 1.0, 6377301.243, .0814729775350297, 300.8017255, 1
LM2TIMAN,lambert2,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
LM2TURK ,lambert2,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
LM2TURKG,lambert2,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
LM2TURKY,lambert2,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
LM2TXCF ,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8
L2TXCF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1 
LM2TXCM ,lambert2,1.0 ,6378137.0 ,0.0818191910429526,298.2572221 ,1  
LM2TXNCF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2TXNCF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2TXNCM,lambert2,1.0 ,6378137.0 ,0.0818191910429526,298.2572221 ,1  
LM2TXNF ,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2TXNF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2TXSCF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2TXSCF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2TXSCM,lambert2,1.0 ,6378137.0 ,0.0818191910429526,298.2572221 ,1  
LM2TXSF ,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2TXSF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2TXSM ,lambert2,1.0 ,6378137.0 ,0.0818191910429526,298.2572221 ,1  
LM2UKN ,lambert2,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
LM2USSR ,lambert2,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
LM2USSR1,lambert2,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
LM2USSR2,lambert2,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
LM2UTHCF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2UTHCF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2UTHNF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2UTHNF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2UTHSF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2UTHSF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2VEN ,lambert2,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
LM2VENCN,lambert2,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
LM2VENPC,lambert2,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
LM2VIET ,lambert2,1.0 ,6378135.0 ,0.0818188106627489,298.26 ,1  
LM2VIRNF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2VIRNF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2VIRSF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2VIRSF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2_WA_WGS84 ,lambert2,1.0 , 6378137.0 , 0.0818191908375549,298.2572236 ,1 
LM2WAUST ,lambert2,1.0 ,6378160.0 ,0.0818201799960599,298.25 ,1
LM2WISCF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2WISCF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2WISNF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2WISNF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2WISSF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2WISSF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2WSHNF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2WSHNF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2WSHSF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2WSHSF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2WVANF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2WVANF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LM2WVASF,lambert2,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,8 
L2WVASF83 ,lamcon2,0.30480061 ,20925391.87 ,0.0818191910429546,298.2572221 ,1
LOCAL, local , 1.0, 6378206.4 ,0.0822718542249391,294.9786982 ,1
MALAYA ,obmerc_b, 1.0, 6377304.063, 0.0814729809826526, 300.8017, 1
MALRSOW, obmerc_c, 1.0, 6377304.063, 0.0814729809826526, 300.8017, 1
MALRSOE, obmerc_c, 1.0, 6377298.565, 0.0814729809826526, 300.8017, 1
MGA48 ,tranmerc,1.0 ,6378137.0 ,0.081819191043,298.25 ,1 
MGA49 ,tranmerc,1.0 ,6378137.0 ,0.081819191043,298.25 ,1 
MGA50 ,tranmerc,1.0 ,6378137.0 ,0.081819191043,298.25 ,1 
MGA51 ,tranmerc,1.0 ,6378137.0 ,0.081819191043,298.25 ,1 
MGA52 ,tranmerc,1.0 ,6378137.0 ,0.081819191043,298.25 ,1 
MGA53 ,tranmerc,1.0 ,6378137.0 ,0.081819191043,298.25 ,1 
MGA54 ,tranmerc,1.0 ,6378137.0 ,0.081819191043,298.25 ,1 
MGA55 ,tranmerc,1.0 ,6378137.0 ,0.081819191043,298.25 ,1 
MGA56 ,tranmerc,1.0 ,6378137.0 ,0.081819191043,298.25 ,1 
MGA57 ,tranmerc,1.0 ,6378137.0 ,0.081819191043,298.25 ,1 
MGA58 ,tranmerc,1.0 ,6378137.0 ,0.081819191043,298.25 ,1 
MILLER,millercy,1.0,6371000.0,0.0,1.0,1
MPCALIF ,modpol ,1.0 ,6378206.4 ,0.0822718542249391,294.9786982 ,1  
MR1630N ,mercator,1.0 ,6378135.0 ,0.0818188106627489,298.26 ,1  
MR21N ,mercator,1.0 ,6378135.0 ,0.0818188106627489,298.26 ,1  
MR36N ,mercator,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
MR38N ,mercator,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
MR43N ,mercator,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
MR65N ,mercator,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,8 
MR7S ,mercator,1.0 ,6377397.155 ,0.0816968312225275,299.1528128 ,1  
MRAFRICA,mercator,1.0 ,6378249.145 ,0.0824834000441851,293.465 ,8 
MRANS ,mercator,1.0 ,6378160.0 ,0.0818201799960599,298.25 ,8 
MRBLACKS,mercator,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
MRCAMER ,mercator,1.0 ,6378135.0 ,0.0818188106627489,298.26 ,1  
MRCARIB ,mercator,1.0 ,6378206.4 ,0.0822718542249391,294.9786982 ,8 
MRCONGO ,mercator,1.0 ,6378249.145 ,0.0824834000441851,293.465 ,1  
MREV ,mercator,1.0 ,6377276.345 ,0.0814729404224089,300.802 ,8 
MRGOM ,mercator,1.0 ,6378206.4 ,0.0822718542249391,294.9786982 ,1  
MRINDO ,mercator,1.0 ,6377397.155 ,0.0816968312225275,299.1528128 ,1  
MRINDON ,mercator,1.0 ,6377397.155 ,0.0816968312225275,299.1528128 ,1  
MRLCC ,mercator,1.0 ,6377304.063 ,0.0814729809826526,300.8017 ,1
MRMALAY ,mercator,1.0 ,6377397.155 ,0.0816968312225275,299.1528128 ,1  
MRNAM ,mercator,1.0 ,6378135.0 ,0.0818188106627489,298.26 ,1  
MRNEIEZ ,mercator,1.0 ,6377397.155 ,0.0816968312225275,299.1528128 ,1  
MRNEWFND,mercator,1.0 ,6378206.4 ,0.0822718542249391,294.9786982 ,1  
MRNSEA ,mercator,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
MRNWL10D,mercator,1.0 ,6378135.0 ,0.0818188106627489,298.26 ,1  
MRVENZ ,mercator,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
MRVIET ,mercator,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
MRWORLD ,mercator,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
MRWORLD1,mercator,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,8 
MRWORLD2,mercator,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,8 
MRWSOUTH,mercator,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
MSAFRICA,modstero,1.0 ,6371221.0 ,0.0 ,1.0 ,1  
MW180E ,mollweid,1.0 ,6371000.0 ,0.0 ,1.0 ,1  
MW90EAST,mollweid,1.0 ,6371000.0 ,0.0 ,1.0 ,1  
MW90WEST,mollweid,1.0 ,6371000.0 ,0.0 ,1.0 ,1  
MWSPHERE,mollweid,1.0 ,6371000.0 ,0.0 ,1.0 ,1  
NUTM01 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM02 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM03 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM04 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM05 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM06 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM07 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM08 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM09 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM10 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM11 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM12 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM13 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM14 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM15 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM16 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM17 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM18 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM19 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM20 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM21 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM22 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM23 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM24 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM25 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM26 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM27 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM28 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM29 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM30 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM31 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM32 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM33 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM34 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM35 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM36 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM37 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM38 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM39 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM40 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM41 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM42 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM43 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM44 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM45 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM46 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM47 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM48 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM49 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM50 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM51 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM52 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM53 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM54 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM55 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM56 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM57 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM58 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM59 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NUTM60 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
NZMG ,tranmerc,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1 
OG45N45E,orthog ,1.0 ,6371000.0 ,0.0 ,1.0 ,1  
OG55N80E,orthog ,1.0 ,6371000.0 ,0.0 ,1.0 ,1  
OGEQU90W,orthog ,1.0 ,6371000.0 ,0.0 ,1.0 ,1  
OGNPOLE ,orthog ,1.0 ,6371000.0 ,0.0 ,1.0 ,1  
OMALSK1F,obmerc_b,0.30480061 ,20925832.16 ,0.0822718542249391,294.9786982 ,1  
OMALSK1M,obmerc_b,1.0 ,6378206.4 ,0.0822718542249391,294.9786982 ,1  
OSASIA ,stereo ,1.0 ,6378137.0 ,0.0818191910429526,298.2572221 ,1  
OSNAMER ,stereo ,1.0 ,6378206.4 ,0.0822718542249391,294.9786982 ,1  
OSSYRIA ,stereo ,1.0 ,6378249.145 ,0.0824834000441851,293.465 ,1  
PCALASKA,placaree,0.30480060966 ,20925832.16 ,0.0822718542249391,294.9786982 ,1  
PCALBERT,placaree,0.3047972619 ,20926062.0 ,0.0822718970620772,294.9783905 ,1  
PCNSLOPE,placaree,0.30480060966 ,20925832.16 ,0.0822718542249391,294.9786982 ,1  
PCNWT ,placaree,0.3047972619 ,20926062.0 ,0.0822718970620772,294.9783905 ,1  
PCTRUSFT,placaree,0.30480060966 ,20925832.16 ,0.0822718542249391,294.9786982 ,1  
PCWORLD ,placaree,1.0 ,6378137.0 ,0.0818192214555232,298.257 ,1  
PSCANADA,stereo ,1.0 ,6378206.4 ,0.0822718542249391,294.9786982 ,1  
PSFALK ,stereo ,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
PSGREEN ,stereo ,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
PSN150W ,stereo ,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
PSNORTH ,stereo ,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
PSNORWAY,stereo ,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
PSNTH000,stereo ,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
PSNTH045,stereo ,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
PSNTH180,stereo ,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
PS_WGS84 ,stereo ,1.0 ,6378137.0 ,0.0818191908375549,298.2572236 ,1  
PSSOUTH ,stereo ,1.0 ,6378388.0 ,0.0819918899790298,297.0 ,1  
RO90E ,robinson,1.0 ,6371000.0 ,0.0 ,1.0 ,1  
RO90W ,robinson,1.0 ,6371000.0 ,0.0 ,1.0 ,1  
ROBINSON,robinson,1.0 ,6371000.0 ,0.0 ,1.0 ,1  
RPMON ,regpol ,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
RPNAM ,regpol ,1.0 ,6378206.4 ,0.0822718542249391,294.9786982 ,1  
RPSIB ,regpol ,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
RPUSSR ,regpol ,1.0 ,6378245.0 ,0.0818133340169312,298.3 ,1  
SNSPHERE,sinusoid,1.0 ,6371000.0 ,0.0 ,1.0 ,1  
SNWORLD,sinusoid,1.0 ,6371000.0 ,0.0 ,1.0 ,1  
STMLO11 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO13 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO15 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO17 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO19 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO21 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO23 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO25 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO25F,stm ,0.3047972615 ,20926202.0 ,0.082483216582625 ,293.4663077 ,1  
STMLO27 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO27F,stm ,0.3047972615 ,20926202.0 ,0.082483216582625 ,293.4663077 ,1  
STMLO29 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO31 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO33 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO35 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO37 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO39 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO41 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO43 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO9 ,stm ,1.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
SUTM01 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
SUTM02 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
SUTM03 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
SUTM04 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
SUTM05 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
SUTM06 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
SUTM07 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
SUTM08 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
SUTM09 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
SUTM10 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
SUTM11 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
SUTM12 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
SUTM13 ,utm ,1.0 ,0.0 ,0.0 ,0.0 , 
