usearea_id,area_name,country,description,mbr_tr_lat,mbr_tr_lon,mbr_bl_lat,mbr_bl_lon,angle_id,prime_merid
287,OFFSHORE ETHIOPIAN CONCESSIONS,WORLD,OFFSHORE ETHIOPIAN CONCESSIONS,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
288,ANTUFASH ,WORLD,ANTUFASH ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
289,INDONESIA (KANGEAN) ,WORLD,INDONESIA (KANGEAN) ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
290,TEMP ,WORLD,TEMP ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
291,OFFSHORE VIETNAM ,WORLD,OFFSHORE VIETNAM ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
292,NORTH AND CENTRAL AMERICA ,WORLD,NORTH AND CENTRAL AMERICA ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
293,NEWFOUNDLAND ,WORLD,NEWFOUNDLAND ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
294,WESTERN AUSTRALIA ,WORLD,WESTERN AUSTRALIA ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
295,OFFSHORE S.VIETNAM ,WORLD,OFFSHORE S.VIETNAM ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
296,AFRICA ,WORLD,AFRICA ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
297,FOR WORLD MAPPING ,WORLD,FOR WORLD MAPPING ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
298,WORLDWIDE ,WORLD,WORLDWIDE ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
299,AMERICAS - GLOBE ,WORLD,AMERICAS - GLOBE ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
300,NORTHERN HEMISPHERE - GLOBE ,WORLD,NORTHERN HEMISPHERE - GLOBE ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
301,N. AMERICAN CONTINENT ,WORLD,N. AMERICAN CONTINENT ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
302,ARCTIC CANADA ,WORLD,ARCTIC CANADA ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
303,HIGH LATS LONG ORIG IN ALASKA ,WORLD,HIGH LATS LONG ORIG IN ALASKA ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
304,NORTH LATS 135E-45W THRU 45E ,WORLD,NORTH LATS 135E-45W THRU 45E ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
305,USSR SIBERIA ,WORLD,USSR SIBERIA ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
306,BLACK SEA EAST ,WORLD,BLACK SEA EAST ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
307,RED SEA ETHIOPIA ,WORLD,RED SEA ETHIOPIA ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
308,GULF STATES ,WORLD,GULF STATES ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
309,WESTERN MARGINS ,WORLD,WESTERN MARGINS ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
310,ALASKA 148-152 DEG WEST ,WORLD,ALASKA 148-152 DEG WEST ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
311,USA ALABAMA CO'S E OF 86D 37MW,WORLD,USA ALABAMA CO'S E OF 86D 37MW,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
312,USA ALABAMA CO'S W OF 086-37W ,WORLD,USA ALABAMA CO'S W OF 086-37W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
313,ALASKA 141-144 DEG.WEST ,WORLD,ALASKA 141-144 DEG.WEST ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
314,ALASKA 144-148 DEG.WEST ,WORLD,ALASKA 144-148 DEG.WEST ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
315,ALASKA 148-152 DEG.WEST ,WORLD,ALASKA 148-152 DEG.WEST ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
316,ALASKA 152-156 DEG.WEST ,WORLD,ALASKA 152-156 DEG.WEST ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
317,ALASKA 156-160 DEG.WEST ,WORLD,ALASKA 156-160 DEG.WEST ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
318,ALASKA 160-164 DEG.WEST ,WORLD,ALASKA 160-164 DEG.WEST ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
319,ALASKA N OF 54D 30M 160-168W ,WORLD,ALASKA N OF 54D 30M 160-168W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
320,ARGENTINA ,WORLD,ARGENTINA ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
321,USA ARIZ. CO'S 110-45/113-20W ,WORLD,USA ARIZ. CO'S 110-45/113-20W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
322,USA ARIZONA CO'S E OF 110-45W ,WORLD,USA ARIZONA CO'S E OF 110-45W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
323,USA ARIZONA CO'S W OF 113-20W ,WORLD,USA ARIZONA CO'S W OF 113-20W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
324,11DEG.50MIN.-14DEG.50MIN. E ,WORLD,11DEG.50MIN.-14DEG.50MIN. E ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
325,EAST OF 14DEG.50MIN. E ,WORLD,EAST OF 14DEG.50MIN. E ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
326,W.AUSTRALIA ,WORLD,W.AUSTRALIA ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
327,WEST OF 11DEG.50MIN. E ,WORLD,WEST OF 11DEG.50MIN. E ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
328,GULF OF BOHAI ,WORLD,GULF OF BOHAI ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
329,BRUCE FIELD ,WORLD,BRUCE FIELD ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
330,BUCHAN FIELD ,WORLD,BUCHAN FIELD ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
331,OFFSHORE JAPAN ,WORLD,OFFSHORE JAPAN ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
332,LAPTEV SEA - SIBERIA ,WORLD,LAPTEV SEA - SIBERIA ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
333,EAST SIBERIAN SEA ,WORLD,EAST SIBERIAN SEA ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
334,COLOMBIA 75D 35M W TO 72D 35MW,WORLD,COLOMBIA 75D 35M W TO 72D 35MW,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
335,COLOMBIA E OF 69D 34M 51.3S W ,WORLD,COLOMBIA E OF 69D 34M 51.3S W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
336,COLOMBIA 72D 35M W TO 69D 34MW,WORLD,COLOMBIA 72D 35M W TO 69D 34MW,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
337,COLOMBIA W OF 75D 34M 51.30S W,WORLD,COLOMBIA W OF 75D 34M 51.30S W,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
338,WEST AFRICA / CONGO ,WORLD,WEST AFRICA / CONGO ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
339,USA DELAWARE (1 ZONE) ,WORLD,USA DELAWARE (1 ZONE) ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
340,EGYPT (SUEZ) ,WORLD,EGYPT (SUEZ) ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
341,EGYPT RED SEA ,WORLD,EGYPT RED SEA ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
342,USA FLORIDA CO'S E OF 81D 45MW,WORLD,USA FLORIDA CO'S E OF 81D 45MW,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
343,USA FLORIDA WOF 081-45;SO29-30,WORLD,USA FLORIDA WOF 081-45;SO29-30,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
344,USA GREEN CANYON ,WORLD,USA GREEN CANYON ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
345,USA GEORGIA CO'S E OF 083-15W ,WORLD,USA GEORGIA CO'S E OF 083-15W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
346,USA GEORGIA CO'S W OF 083-15W ,WORLD,USA GEORGIA CO'S W OF 083-15W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
347,USA HAWAII ISLAND OF HAWAII ,WORLD,USA HAWAII ISLAND OF HAWAII ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
348,1.MAUI LANI MOLOKAI KAHOOLAWE ,WORLD,1.MAUI LANI MOLOKAI KAHOOLAWE ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
349,USA IDAHO CO'S BETWN113//115W ,WORLD,USA IDAHO CO'S BETWN113//115W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
350,USA IDAHO COUNTIES E OF 113W ,WORLD,USA IDAHO COUNTIES E OF 113W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
351,USA IDAHO CO'S W OF 115W ,WORLD,USA IDAHO CO'S W OF 115W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
352,USA ILLINOIS E OF 089-05W ,WORLD,USA ILLINOIS E OF 089-05W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
353,USA ILLINOIS CO'S W OF 089-05W,WORLD,USA ILLINOIS CO'S W OF 089-05W,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
354,USA INDIANA CO'S E OF 086-25W ,WORLD,USA INDIANA CO'S E OF 086-25W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
355,USA INDIANA CO'S W OF 086-25W ,WORLD,USA INDIANA CO'S W OF 086-25W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
356,WHOLE OF IRAQ ,WORLD,WHOLE OF IRAQ ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
357,KOREA ,WORLD,KOREA ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
358,USA MAINE CO'S E OF 069-30W ,WORLD,USA MAINE CO'S E OF 069-30W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
359,USA MAINE CO'S W OF 069-30W ,WORLD,USA MAINE CO'S W OF 069-30W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
360,VENEZUELA - L. MARACAIBO I-III,WORLD,VENEZUELA - L. MARACAIBO I-III,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
361,USA MISSOURI CO'S 91-45/93-35W,WORLD,USA MISSOURI CO'S 91-45/93-35W,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
362,USA MISSOURI CO'S E OF 091-45W,WORLD,USA MISSOURI CO'S E OF 091-45W,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
363,USA MISSOURI CO'S W OF 093-35W,WORLD,USA MISSOURI CO'S W OF 093-35W,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
364,UAS MISSISSIPPI CO EOF 89-40W ,WORLD,UAS MISSISSIPPI CO EOF 89-40W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
365,USA MISSISSIPPI CO WOF 89.40W ,WORLD,USA MISSISSIPPI CO WOF 89.40W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
366,USA NEVADA LANDER $ NYE CO.S ,WORLD,USA NEVADA LANDER $ NYE CO.S ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
367,USA NEVADA E OF 116W&EUREKA CO,WORLD,USA NEVADA E OF 116W&EUREKA CO,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
368,USA NEVADA CO'S W OF 117-15W. ,WORLD,USA NEVADA CO'S W OF 117-15W. ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
369,USA NEW HAMPSHIRE (1 ZONE) ,WORLD,USA NEW HAMPSHIRE (1 ZONE) ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
370,USA NJ (&NY EOF 075-15 EX L.I.,WORLD,USA NJ (&NY EOF 075-15 EX L.I.,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
371,USA NEW MEXICO 105 TO 107-15W ,WORLD,USA NEW MEXICO 105 TO 107-15W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
372,USA NEW MEXICO EAST OF 105W. ,WORLD,USA NEW MEXICO EAST OF 105W. ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
373,USA NEW MEXICO CO'S WOF 107-15,WORLD,USA NEW MEXICO CO'S WOF 107-15,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
374,USA NEW YORK 075-15 TO 077-30W,WORLD,USA NEW YORK 075-15 TO 077-30W,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
375,USA NY EOF 075-15 EXC LI (&NJ),WORLD,USA NY EOF 075-15 EXC LI (&NJ),10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
376,USA NEW YORK WEST OF 077-30W. ,WORLD,USA NEW YORK WEST OF 077-30W. ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
377,TEMP. ,WORLD,TEMP. ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
378,NORTH YEMEN ,WORLD,NORTH YEMEN ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
379,OGADEN ,WORLD,OGADEN ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
380,PARAGUAY ,WORLD,PARAGUAY ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
381,USA RHODE ISLAND (1 ZONE) ,WORLD,USA RHODE ISLAND (1 ZONE) ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
382,INDONESIA - KANGEAN BLOCK ,WORLD,INDONESIA - KANGEAN BLOCK ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
383,SHABWA YEMEN ,WORLD,SHABWA YEMEN ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
384,TRUCIAL COAST PRE 1956 ,WORLD,TRUCIAL COAST PRE 1956 ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
385,NORTHERN TUNISIA ,WORLD,NORTHERN TUNISIA ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
386,USA VERMONT ,WORLD,USA VERMONT ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
387,SAIGON BASIN DAI HUNG FIELD ,WORLD,SAIGON BASIN DAI HUNG FIELD ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
388,UAS WYOMING BET 106/108.10W ,WORLD,UAS WYOMING BET 106/108.10W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
389,UAS WYOMING CO'S EOF 106W ,WORLD,UAS WYOMING CO'S EOF 106W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
390,USA WYOMING BET 108.10/109.40 ,WORLD,USA WYOMING BET 108.10/109.40 ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
391,USA WYOMING CO'S W OF 109-40W ,WORLD,USA WYOMING CO'S W OF 109-40W ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
392,OFFSHORE YEMEN ,WORLD,OFFSHORE YEMEN ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
393,RED SEA ,WORLD,RED SEA ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
394,ANDREW FIELD ,WORLD,ANDREW FIELD ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
395,BEATRICE FIELD ,WORLD,BEATRICE FIELD ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
396,BRAE FIELD ,WORLD,BRAE FIELD ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
397,CLAIR FIELD ,WORLD,CLAIR FIELD ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
398,CLEETON FIELD ,WORLD,CLEETON FIELD ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
399,COLUMBA FIELD ,WORLD,COLUMBA FIELD ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
400,HYDE FIELD ,WORLD,HYDE FIELD ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
401,MAGNUS FIELD ,WORLD,MAGNUS FIELD ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
402,NINIAN FIELD ,WORLD,NINIAN FIELD ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
403,WEST SOLE FIELD ,WORLD,WEST SOLE FIELD ,10.0 ,-18.0 ,0.5 ,-6.0 ,1,1 
