proj_name,false_north,false_east,scale_factor,azimuth_angl,origin_lat,origin_long,radius,eccentricity,flattening,prime_merid
MALRSOW, 0.0, 804671.2996, 0.99984, 5.637863613082420, 0.069813170079773, 1.784599160164202, 6377304.063, 0.0814729809826526, 300.8017, 1
MALRSOE, 0.0, 0.0, 0.99984, 0.930536610642476, 0.069813170079773, 2.007128639793479, 6377298.565, 0.0814729809826526, 300.8017, 1
