proj_name,false_north,false_east,scale_factor,centre_merid,centre_lat,radius,eccentricity,flattening,prime_merid
STMLO11 ,0.0 ,0.0 ,-1.0 ,0.1919862177193763,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO13 ,0.0 ,0.0 ,-1.0 ,0.2268928027592628,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO15 ,0.0 ,0.0 ,-1.0 ,0.2617993877991494,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO17 ,0.0 ,0.0 ,-1.0 ,0.296705972839036 ,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO19 ,0.0 ,0.0 ,-1.0 ,0.3316125578789226,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO21 ,0.0 ,0.0 ,-1.0 ,0.3665191429188092,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO23 ,0.0 ,0.0 ,-1.0 ,0.4014257279586958,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO25 ,0.0 ,0.0 ,-1.0 ,0.4363323129985824,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO25F,0.0 ,0.0 ,-1.0 ,0.4363323129985824,0.0 ,20926202.0 ,0.082483216582625 ,293.4663077 ,1  
STMLO27 ,0.0 ,0.0 ,-1.0 ,0.471238898038469 ,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO27F,0.0 ,0.0 ,-1.0 ,0.471238898038469 ,0.0 ,20926202.0 ,0.082483216582625 ,293.4663077 ,1  
STMLO29 ,0.0 ,0.0 ,-1.0 ,0.5061454830783556,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO31 ,0.0 ,0.0 ,-1.0 ,0.5410520681182422,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO33 ,0.0 ,0.0 ,-1.0 ,0.5759586531581288,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO35 ,0.0 ,0.0 ,-1.0 ,0.6108652381980154,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO37 ,0.0 ,0.0 ,-1.0 ,0.6457718232379019,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO39 ,0.0 ,0.0 ,-1.0 ,0.6806784082777885,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO41 ,0.0 ,0.0 ,-1.0 ,0.7155849933176751,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO43 ,0.0 ,0.0 ,-1.0 ,0.7504915783575617,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
STMLO9 ,0.0 ,0.0 ,-1.0 ,0.1570796326794897,0.0 ,6378249.145 ,0.0824832165826249,293.4663077 ,1  
